1,724024031,1/2/2018,0:00:00,60,746.21,2740,-0.98,-134.4,402.44,402.52,$403.54 ,$628.28 ,628.51,633.7,1764.75,17.94,1.72,8.08,264.41,1.7,1763.05,7.88,1.74,1.73,1.76,1.76,1.76,1,1800,1790,48.71,48.66,16,2,7.7,$56.54 ,$56.01 ,26,$27.45 ,$51.00 ,8,$9.78 ,43,63.91,33,0,50,0,8085,34.83,94.55,-1,55.43,0,0,-276,-276,0,0,59,0,0,0,0,125874288,0,-20683562,2109723,0,1074856711,6532,0,-1072413278,2056
2,724024002,1/2/2018,0:00:00,60,914.66,3042,-0.98,-138.86,403.26,402.76,$403.79 ,$765.84 ,766.54,769.85,1778.56,18.08,2.3,8.26,5.8,1,1776.94,2.87,2.29,2.3,2.29,2.29,2.29,1,1800,1790,59.04,59.03,16,2,2.72,$79.37 ,$79.81 ,43,$53.71 ,$49.58 ,9,$18.88 ,68.43,67.96,28,0,50.03,0,8889,72.54,109.09,-1,52,0,0,-274,-273,0,0,56.85,0,0,0,0,126398576,0,-20683627,2109723,0,1074889479,6532,0,-1072413278,2056
3,724024024,1/2/2018,0:00:00,60,1034.64,3276,-0.98,-142.07,401.36,400.95,$401.89 ,$866.33 ,866.54,872.54,1789.34,18.19,2.41,9.06,183,1.5,1787.69,3.25,2.41,2.42,2.44,2.44,2.44,1,1800,1790,66.46,66.47,16,2,3.03,$66.82 ,$67.32 ,36,$45.06 ,$50.32 ,7,$19.00 ,56.79,67.99,29,0,50.02,0,2762,69.13,141.53,-1,45,0,0,-273,-274,0,0,58.94,0,0,0,0,125874288,0,-1809323,2109723,0,1074856711,6532,0,-1072413278,2056
4,724024004,1/2/2018,0:00:00,60,809.87,2882,-0.98,-138.84,402.56,402.26,$403.10 ,$683.23 ,681.07,684.05,1749.23,17.78,1.87,8.09,265.81,0.8,1747.59,4.37,1.81,1.83,1.86,1.86,1.86,1,1800,1790,52.98,52.95,16,2,4,$54.91 ,$55.13 ,26,$31.00 ,$50.16 ,8,$12.36 ,41,66.96,40,0,50.02,0,7840,80.71,108.94,-1,45,0,0,-274,-275,0,0,62,0,0,0,0,125874288,0,-20683692,2109723,0,1074889479,6532,0,-1072413278,2056
5,724024010,1/2/2018,0:00:00,60,1070.19,2828,-0.98,-136.43,401.14,402.41,$401.15 ,$892.68 ,897.69,900.42,1787.41,18.17,2.37,8.89,282.47,1.79,1785.75,-0.38,2.38,2.39,2.41,2.41,2.41,1,1800,1790,68.88,68.86,16,2,-0.34,$56.33 ,$56.36 ,25,$30.00 ,$52.33 ,9.31,$10.14 ,42.17,64.62,30.02,0,50.01,0,8341,89.21,147.02,-2,56,0,0,-273,-273,0,0,57.87,0,0,0,0,125874288,0,-20683627,2109723,0,1074856711,4484,0,1328546,2056
6,724024011,1/2/2018,0:00:00,60,567.54,2596,-0.97,-135.09,399.8,401,$399.90 ,$485.07 ,489.84,492.77,1668.95,16.97,1.26,6.93,323.32,0.89,1667.45,2.14,1.25,1.26,1.35,1.35,1.35,1,1800,1790,38.94,38.94,16,2,1.97,$70.92 ,$71.74 ,42.84,$48.63 ,$52.47 ,9,$18.94 ,62.91,65.26,34,0,50.01,0,9469,65.27,100.31,-2,49.97,0,0,-274,-273,0,0,61,0,0,0,0,125874288,0,-20683625,2109722,0,1074856711,6532,0,-1072414302,2056
7,724024013,1/2/2018,0:00:00,60,902.18,2610,-0.98,-133.75,399.61,400.81,$399.59 ,$758.84 ,763.07,766.32,1783.58,18.13,2.13,8.22,294.22,1.79,1781.82,-0.62,2.14,2.12,2.18,2.18,2.18,1,1800,1790,58.05,58.06,16,2,-0.69,$80.00 ,$81.42 ,44.68,$56.00 ,$50.00 ,8,$19.00 ,68,66,24,0,50,0,9216,81.58,143.19,-1,57,0,0,-273,-273,0,0,60.99,0,0,0,0,125874288,0,-18586540,2109723,0,1074856711,6532,0,-1072413278,2056
8,724024014,1/2/2018,0:00:00,60,1032.68,2922,-0.98,-136.47,400.24,401.46,$400.24 ,$865.35 ,869.81,872.97,1784,18.14,2.58,8.81,302.3,0.89,1782.32,3.87,2.57,2.56,2.59,2.59,2.59,1,1800,1790,66.52,66.49,16,2,3.68,$62.13 ,$62.00 ,29,$29.00 ,$52.37 ,8,$13.07 ,46.05,65,37,0,50.01,0,9089,122.14,145.19,-1,58.68,0,0,-273,-273,0,0,62,0,0,0,0,125874288,0,-24877865,2109723,0,1074889479,6532,0,-1072413278,2056
9,724024031,1/2/2018,0:10:00,60,1351.02,2740,-0.99,-146.88,402.52,402.64,$403.45 ,"$1,125.80 ",1126.26,1131.42,1791.65,18.21,3.99,10.28,270.64,1.76,1789.93,0.91,3.99,3.99,4,4,4,1,1800,1790,86.92,86.91,16,2,0.96,$59.66 ,$58.89 ,26,$27.00 ,$52.40 ,8,$9.90 ,42.95,63.65,33,0,50,0,8085,60.2,118.17,-1,54.92,0,0,-276,-276,0,0,59,0,0,0,0,125874288,0,-20683625,2109722,0,1074889479,6532,0,-1072413278,2056
10,724024020,1/2/2018,0:00:00,60,1219.66,2804,-0.99,-140.78,401.36,400.91,$401.79 ,"$1,020.77 ",1020.53,1023.44,1790.29,18.2,3.04,9.08,245.2,1.6,1788.67,3.64,3.07,3.04,3.06,3.06,3.06,1,1800,1790,78.29,78.28,16,2,3.46,$59.88 ,$59.61 ,26.21,$28.00 ,$51.00 ,8,$9.00 ,41.62,62,34,0,50,0,7659,110.12,144.27,-1,64,0,0,-273,-273,0,0,56.85,0,0,0,0,125874288,0,-20683627,2109722,0,1074856711,6532,0,-1072413278,2056
